Date,MSI,LRCX,ADP,JNPR,HPQ,PTC,IPGP,NVDA,CRM,EPAM,PAYX,SNPS,KLAC,ADI,GLW,FB,CDAY,WDC,ZBRA,AAPL,AMAT,CDW,ENPH,AVGO,V,PYPL,SWKS,CDNS,AMD,ADBE,CTXS,ADSK,NLOK,GPN,NTAP,MSFT,GOOG,ANET,TYL,BR,TXN,FTNT,HPE,FLT,APH,KEYS,MCHP,QCOM,ANSS,ORCL,SEDG,FISV,FFIV,FIS,DXC,NOW,GOOGL,JKHY,STX,INTC,INTU,AKAM,MPWR,IT,TER,MA,VRSN,NXPI,TEL,MU,CTSH,TRMB,IBM,ACN,CSCO,PAYC
2018-04-26,103.22201538085938,177.70297241210938,109.16688537597656,21.71553611755371,19.01455307006836,82.7300033569336,215.66000366210935,55.8141975402832,120.83000183105467,114.87999725341795,53.49344253540039,85.41000366210938,93.28194427490234,82.12044525146484,24.1867733001709,174.16000366210938,31.209999084472656,81.07943725585938,136.36000061035156,39.37569046020508,47.80618667602539,68.03195190429688,4.380000114440918,201.0800018310547,123.91962432861328,76.02999877929688,82.89411926269531,39.88999938964844,11.039999961853027,221.91000366210935,96.99095153808594,126.9800033569336,15.353615760803224,110.68511199951172,60.32089614868164,89.83293151855469,1040.0400390625,64.87750244140625,221.80999755859372,101.1939468383789,92.33282470703124,55.41999816894531,15.197592735290527,206.05999755859372,40.295658111572266,53.790000915527344,40.04508972167969,44.537208557128906,162.60000610351562,43.22803497314453,53.0,71.31999969482422,158.47000122070312,90.60115814208984,85.55410766601562,165.16000366210938,1043.31005859375,116.44351959228516,49.80247497558594,47.980247497558594,180.0858154296875,71.52999877929688,117.38301849365234,119.31999969482422,33.25897979736328,174.71148681640625,120.9000015258789,97.83650970458984,87.02860260009766,50.01668167114258,77.55522155761719,35.08000183105469,114.69747924804688,144.51055908203125,39.56805419921875,113.4000015258789
2018-04-27,103.52278137207033,174.7723388671875,110.26139831542967,21.839723587036133,19.12963485717773,83.02999877929688,212.0,56.08927917480469,120.22000122070312,114.77999877929688,54.22430038452149,85.19000244140625,94.53087615966795,81.1761245727539,24.483488082885746,173.58999633789062,30.520000457763672,74.5956802368164,135.1300048828125,38.92011260986328,46.77412796020508,68.462158203125,4.260000228881836,203.13946533203125,122.87622833251952,74.12999725341797,81.65633392333984,39.959999084472656,11.109999656677246,221.8999938964844,99.0041961669922,126.63999938964844,14.903303146362305,109.63907623291016,60.26725006103516,91.3196792602539,1030.050048828125,65.6875,221.88999938964844,100.5201416015625,92.14405822753906,54.93000030517578,15.162635803222656,207.72999572753903,40.53130340576172,52.31999969482422,39.931888580322266,45.10198211669922,162.8000030517578,42.82360076904297,53.09999847412109,71.47000122070312,160.83999633789062,90.31504821777344,85.44676208496094,163.17999267578125,1031.449951171875,114.91278839111328,49.95353698730469,47.69083023071289,181.4570159912109,71.0999984741211,116.44397735595705,121.18000030517578,32.42872619628906,172.5344696044922,118.3000030517578,100.61437225341795,86.60131072998047,47.40312576293945,77.45084381103516,35.0,114.50984954833984,144.60545349121094,40.01556015014648,113.48999786376952
2018-04-30,103.22201538085938,172.71902465820312,108.60581970214844,21.813112258911133,19.023406982421875,82.3499984741211,213.02999877929688,55.73488998413086,120.98999786376952,114.3499984741211,53.3349494934082,85.51000213623047,94.12381744384766,80.8705825805664,24.29466819763184,172.0,31.57999992370605,72.66807556152344,134.8300018310547,39.62504577636719,47.02976608276367,68.15624237060547,4.150000095367432,200.20733642578125,123.7245864868164,74.61000061035156,81.35625457763672,40.060001373291016,10.880000114440918,221.6000061035156,98.65907287597656,125.9000015258789,14.897943496704102,111.56342315673828,59.53403091430664,89.12767791748047,1017.3300170898438,66.13749694824219,218.9199981689453,100.33296966552734,91.17326354980467,55.36000061035156,14.900456428527832,207.27999877929688,40.25718688964844,51.68000030517578,39.4602165222168,45.01373291015625,161.66000366210938,42.955265045166016,52.650001525878906,70.86000061035156,163.08999633789062,90.5725555419922,85.09996032714844,166.13999938964844,1018.5800170898438,114.31004333496094,48.58553314208984,46.68690872192383,179.70655822753906,71.6500015258789,113.36539459228516,121.29000091552734,31.7938175201416,174.81936645507812,117.41999816894533,100.13710021972656,85.22653198242188,45.86691284179688,77.64064025878906,34.599998474121094,113.32161712646484,143.47625732421875,39.6396598815918,114.20999908447266
2018-05-01,101.9532699584961,177.69363403320312,109.26807403564452,21.946178436279297,19.315528869628903,82.83000183105469,233.2899932861328,56.29000473022461,123.11000061035156,114.9800033569336,53.90730667114258,86.06999969482422,94.66964721679688,82.26856231689453,24.114843368530277,173.86000061035156,31.479999542236328,73.59037017822266,136.77999877929688,40.54579162597656,48.20385360717773,69.18875122070312,4.059999942779541,201.04510498046875,124.33892822265624,74.80999755859375,85.2384262084961,40.34000015258789,11.130000114440918,224.0800018310547,100.3847198486328,127.05999755859376,14.833611488342283,111.83972930908205,60.66962814331055,90.5381851196289,1037.31005859375,66.31749725341797,220.0200042724609,101.0816650390625,92.94405364990234,55.7400016784668,15.014068603515623,210.3500061035156,40.36779022216797,51.34999847412109,40.10169219970703,44.84606170654297,161.11000061035156,43.2186279296875,52.54999923706055,71.62999725341797,164.6699981689453,95.04537200927734,84.8687515258789,165.4199981689453,1040.75,116.1756591796875,45.49700546264648,48.233497619628906,182.0891265869141,70.83999633789062,115.32099151611328,122.01000213623048,32.73152160644531,176.7610321044922,117.94000244140624,99.2684097290039,85.27297973632812,46.674922943115234,77.64064025878906,34.599998474121094,113.35287475585938,144.15943908691406,40.12296295166016,112.58999633789062
2018-05-02,101.1543960571289,176.8816375732422,112.26646423339844,22.105846405029297,19.07651901245117,83.51000213623047,226.42999267578125,56.08431625366211,122.81999969482422,114.54000091552734,53.55508804321289,86.01000213623047,94.52163696289062,81.75013732910156,24.006946563720703,176.07000732421875,32.75,70.80501556396484,133.1199951171875,42.33689498901367,47.84405899047852,72.716552734375,4.630000114440918,199.6139068603516,123.23703002929688,71.7300033569336,85.66976928710938,39.970001220703125,10.970000267028809,221.1000061035156,100.0971221923828,125.26000213623048,14.96763515472412,111.0897216796875,60.26725006103516,89.1181640625,1024.3800048828125,66.36499786376953,219.17999267578125,100.50142669677734,92.54855346679688,55.93999862670898,14.961636543273926,210.47000122070312,40.37740707397461,51.209999084472656,39.98848724365234,44.35188674926758,160.61000061035156,42.80478286743164,53.0,69.02999877929688,165.72000122070312,93.92955780029295,83.95219421386719,165.5,1026.050048828125,112.82711791992188,45.90824508666992,47.31096267700195,180.81517028808597,71.6500015258789,114.5755386352539,120.66000366210938,33.53247833251953,182.2232360839844,118.0500030517578,98.05606079101562,85.27297973632812,45.77713394165039,77.22309875488281,34.34000015258789,111.35943603515624,143.01132202148438,39.25480651855469,104.37999725341795
2018-05-03,101.2107925415039,176.797607421875,113.2230453491211,22.318742752075195,18.872920989990234,83.86000061035156,229.8600006103516,57.739776611328125,124.41000366210938,114.95999908447266,54.303558349609375,86.48999786376953,95.28024291992188,81.3890380859375,23.890056610107425,174.02000427246094,33.790000915527344,70.99871063232422,133.5399932861328,42.41362380981445,48.01449203491211,71.22511291503906,4.5,196.5683135986328,124.01714324951172,73.44999694824219,86.50433349609375,40.25,10.93000030517578,226.0500030517578,100.48058319091795,127.5999984741211,14.865777015686035,111.85948181152344,60.0794677734375,89.65185546875,1023.719970703125,66.9625015258789,219.55999755859372,100.89447784423828,93.1238250732422,56.11000061035156,14.769366264343262,210.44000244140625,40.53130340576172,51.630001068115234,40.615814208984375,44.39601135253906,161.02000427246094,42.381534576416016,52.84999847412109,68.98999786376953,168.32000732421875,94.80695343017578,83.57235717773438,168.72999572753906,1026.300048828125,115.63031768798828,46.13484573364258,47.28382873535156,181.2528076171875,71.44999694824219,116.4342803955078,121.1999969482422,34.06968688964844,182.8704376220703,120.0,88.16645812988281,85.1336441040039,46.50534057617188,77.2041244506836,34.34000015258789,110.99981689453124,143.97915649414062,39.77390670776367,105.12000274658205
2018-05-04,101.5303192138672,182.43484497070312,115.30170440673828,22.76228141784668,19.19159698486328,85.08000183105469,233.3600006103516,59.24404525756836,125.12000274658205,116.9000015258789,54.95516204833984,87.72000122070312,98.6755142211914,83.57398986816406,24.348615646362305,176.61000061035156,34.09000015258789,71.27539825439453,134.6699981689453,44.07765579223633,49.76615905761719,72.20028686523438,4.300000190734863,201.1672821044922,124.97276306152344,73.98999786376953,90.2082977294922,40.79999923706055,11.279999732971191,228.50999450683597,100.88324737548828,129.4600067138672,14.924747467041016,111.36604309082033,60.81269836425781,90.69066619873048,1048.2099609375,61.26250076293945,222.13999938964844,101.60574340820312,94.67018127441406,54.7400016784668,15.04028606414795,200.0399932861328,41.04587173461914,52.43000030517578,41.27615737915039,46.31975555419922,164.14999389648438,42.992897033691406,54.59999847412109,69.72000122070312,168.1300048828125,95.99907684326172,84.23294067382812,171.22000122070312,1051.0,117.59162139892578,46.73072814941406,48.01156234741211,184.23834228515625,72.01000213623047,119.91950225830078,123.0199966430664,34.87063980102539,184.5277099609375,122.30999755859376,95.7268524169922,85.85818481445312,47.46297836303711,77.97276306152344,34.88999938964844,112.50079345703124,145.6018524169922,40.54360580444336,107.29000091552734
2018-05-07,100.8536376953125,180.5775604248047,115.49485778808594,23.00179100036621,19.288970947265625,86.51000213623047,233.97999572753903,61.62807846069336,126.97000122070312,117.9499969482422,55.08725738525391,89.0,98.72177124023438,83.78691864013672,24.24071502685547,177.97000122070312,33.9900016784668,72.41903686523438,137.47999572753906,44.39655303955078,49.794559478759766,73.01293182373047,4.590000152587891,205.9233245849609,126.04542541503906,74.66999816894531,89.40185546875,41.06999969482422,11.59000015258789,230.9900054931641,102.17747497558594,131.57000732421875,15.24639892578125,112.1555404663086,61.554874420166016,91.70088958740234,1054.7900390625,63.09000015258789,222.13999938964844,101.49344635009766,94.50740051269533,55.68999862670898,15.118939399719238,203.07000732421875,41.27191162109375,52.2400016784668,41.8563117980957,46.77862930297852,165.72999572753906,43.33149337768555,56.95000076293945,70.41000366210938,169.1999969482422,97.47731018066406,83.69621276855469,176.02000427246094,1059.4599609375,116.52965545654295,46.95733642578125,48.51187133789063,184.3453063964844,73.12000274658203,119.89044189453124,123.79000091552734,35.3004264831543,185.4397430419922,122.41999816894533,93.98948669433594,86.33191680908203,48.36076354980469,73.88290405273438,35.650001525878906,111.96136474609376,144.52008056640625,40.928466796875,108.31999969482422
2018-05-08,101.35175323486328,181.8655242919922,115.67880249023438,23.00179100036621,19.43946075439453,86.79000091552734,233.97000122070312,62.0543212890625,128.75,116.9000015258789,54.72294998168945,89.05000305175781,98.89755249023438,84.63868713378906,24.096858978271484,178.9199981689453,32.95000076293945,71.6904296875,153.24000549316406,44.609954833984375,50.608848571777344,73.22325897216797,4.489999771118164,208.4365997314453,126.6694564819336,75.72000122070312,90.6021499633789,40.900001525878906,11.609999656677246,234.55999755859372,102.858154296875,132.75999450683594,15.332175254821776,112.4614486694336,62.26123809814453,91.31011962890624,1053.9100341796875,64.82250213623047,223.8800048828125,105.0028839111328,95.36647033691406,56.93999862670898,15.197592735290527,203.25,41.23343276977539,52.72999954223633,42.7572135925293,46.64625549316406,167.47999572753906,43.20922088623047,56.150001525878906,70.41000366210938,169.6300048828125,98.41194152832033,84.82746887207031,176.02999877929688,1058.5899658203125,116.8453598022461,47.41054916381836,48.78477096557617,184.9385528564453,73.68000030517578,120.1518096923828,130.52999877929688,35.251583099365234,186.8420562744141,122.66999816894533,94.30450439453124,86.3133316040039,48.45054244995117,71.69090270996094,35.029998779296875,111.78939056396484,144.17843627929688,40.91055679321289,108.97000122070312
2018-05-09,99.41570281982422,186.4014434814453,116.84690856933594,23.21468734741211,19.988296508789062,87.18000030517578,244.5,63.387603759765625,129.72999572753906,124.31999969482422,55.27382659912109,90.83000183105467,100.99762725830078,85.74967193603516,24.348615646362305,182.66000366210935,33.470001220703125,72.35447692871094,149.57000732421875,44.92405319213867,51.25270462036133,74.27489471435547,4.679999828338623,207.73846435546875,127.58612823486328,77.01000213623047,89.59880828857422,41.7599983215332,11.949999809265137,239.7400054931641,103.3279037475586,135.32000732421875,15.412588119506836,113.09302520751952,63.63827133178711,92.3870620727539,1082.760009765625,64.8550033569336,227.5200042724609,106.57511901855467,97.24739074707033,59.02000045776367,15.381120681762695,204.1100006103516,41.50755310058594,53.150001525878906,43.32793426513672,46.91981887817383,171.5,43.81118392944336,55.650001525878906,71.48999786376953,172.0,99.09859466552734,85.41374206542969,180.0399932861328,1088.949951171875,117.4194107055664,48.03160858154297,49.43061828613281,187.3697662353516,77.30000305175781,122.14613342285156,133.5399932861328,35.818111419677734,186.9401092529297,123.33000183105467,94.16131591796876,86.81493377685547,50.88454055786133,71.19747161865234,33.939998626708984,112.77967834472656,146.72154235839844,41.2059211730957,109.0
